Yield,Flow,Adjustment,Duration,Distance,Width, Area,Elevation,Date,GrowerName,FieldName,CropName
171.02,22.8197,12.46,1,193.7452,1097.2,0,2612.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
180.03,24.3935,12.44,1,196.7452,1097.2,0,2610.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
179.09,24.3893,12.44,1,197.7452,1097.2,0,2609.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
166.44,22.6664,12.47,1,197.7452,1097.2,0,2609.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
164.15,22.3544,12.43,1,197.7452,1097.2,0,2607.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
176.33,24.013,12.45,1,197.7452,1097.2,0,2605.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
168.17,22.9021,12.57,1,197.7452,1097.2,0,2605.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
165.51,22.8814,12.54,1,200.7452,1097.2,0,2602.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
167.39,22.911,12.54,1,198.7452,1097.2,0,2602.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
166.73,22.8207,12.57,1,198.7452,1097.2,0,2603.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
168.97,23.3605,12.57,1,200.7452,1097.2,0,2601.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
174.76,23.9203,12.55,1,198.7452,1097.2,0,2601.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
168.52,22.9502,12.59,1,197.7452,1097.2,0,2601.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
162.68,22.4901,12.61,1,200.7452,1097.2,0,2599.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
175.87,23.9501,12.6,1,197.7452,1097.2,0,2598.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
178.68,24.2101,12.6,1,196.7452,1097.2,0,2596.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
171.53,23.36,12.58,1,197.7452,1097.2,0,2595.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
173.81,23.79,12.52,1,198.7452,1097.2,0,2595.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
164.09,22.46,12.52,1,198.7452,1097.2,0,2595.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
172.07,23.67,12.45,1,199.7452,1097.2,0,2594.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
178.03,24.49,12.5,1,199.7452,1097.2,0,2592.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
174.32,23.86,12.6,1,198.7452,1097.2,0,2591.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
173.3,23.72,12.53,1,198.7452,1097.2,0,2590.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
173.81,23.79,12.5,1,198.7452,1097.2,0,2589.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
173.88,23.8,12.57,1,198.7452,1097.2,0,2588.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
174.18,23.84,12.65,1,198.7452,1097.2,0,2589.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
177.54,24.3,12.74,1,198.7452,1097.2,0,2586.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
175.35,23.88,12.85,1,197.7452,1097.2,0,2585.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
178.29,24.28,12.76,1,197.7452,1097.2,0,2584.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
180.52,24.46,12.76,1,196.7452,1097.2,0,2585.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
182.14,24.93,12.74,1,198.7452,1097.2,0,2583.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
180.46,24.7,12.71,1,198.7452,1097.2,0,2583.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
173.88,23.8,12.75,1,198.7452,1097.2,0,2581.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
182.03,24.79,12.84,1,197.7452,1097.2,0,2580.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
191.14,26.03,12.79,1,197.7452,1097.2,0,2580.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
183.53,25.12,12.86,1,198.7452,1097.2,0,2580.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
184.82,25.17,12.83,1,197.7452,1097.2,0,2580.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
178.34,24.41,12.84,1,198.7452,1097.2,0,2579.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
182.32,25.08,12.92,1,199.7452,1097.2,0,2578.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
180.05,24.52,12.99,1,197.7452,1097.2,0,2577.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
180.93,24.64,13.07,1,197.7452,1097.2,0,2577.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
173.88,23.8,13.11,1,198.7452,1097.2,0,2576.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
170.36,23.2,13.07,1,197.7452,1097.2,0,2576.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
170.5,23.22,12.92,1,197.7452,1097.2,0,2575.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
178.01,24.12,12.79,1,196.7452,1097.2,0,2575.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
179.14,24.52,12.79,1,198.7452,1097.2,0,2574.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
179.92,24.75,12.8,1,199.7452,1097.2,0,2574.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
180.75,24.74,12.78,1,198.7452,1097.2,0,2572.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
182.94,25.04,12.8,1,198.7452,1097.2,0,2572.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
187.03,25.6,12.87,1,198.7452,1097.2,0,2572.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
191.14,26.03,12.87,1,197.7452,1097.2,0,2572.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
189.82,25.85,12.85,1,197.7452,1097.2,0,2571.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
187.69,25.69,12.87,1,198.7452,1097.2,0,2572.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
196.06,26.7,12.81,1,197.7452,1097.2,0,2571.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
183.7,25.27,12.81,1,199.7452,1097.2,0,2571.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
178.51,24.31,12.81,1,197.7452,1097.2,0,2571.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
180.31,24.68,12.83,1,198.7452,1097.2,0,2570.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
179.68,24.47,12.85,1,197.7452,1097.2,0,2569.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
189.15,26.02,12.91,1,199.7452,1097.2,0,2571.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
188.49,25.67,12.9,1,197.7452,1097.2,0,2571.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
186.16,25.48,12.89,1,198.7452,1097.2,0,2570.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
177.74,24.45,12.89,1,199.7452,1097.2,0,2569.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
179.29,24.91,12.77,1,201.7452,1097.2,0,2569.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
177.92,24.23,12.68,1,197.7452,1097.2,0,2567.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
177.81,23.97,12.68,1,195.7452,1097.2,0,2566.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
199.31,24.26,12.69,1,176.7452,1097.2,0,2567.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
202.57,23.96,12.83,1,171.7452,1097.2,0,2566.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
203.25,24.18,12.87,1,172.7452,1097.2,0,2567.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
186.21,23.82,12.85,1,185.7452,1097.2,0,2568.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
185.74,24.4,12.82,1,190.7452,1097.2,0,2564.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
191.2,24.59,12.84,1,186.7452,1097.2,0,2565.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
185.62,24,12.86,1,187.7452,1097.2,0,2566.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
195.41,25.4,12.86,1,188.7452,1097.2,0,2564.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
182.6,23.61,12.9,1,187.7452,1097.2,0,2564.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
184.5,24.11,12.91,1,189.7452,1097.2,0,2563.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
188.33,24.35,12.94,1,187.7452,1097.2,0,2563.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
187.64,24.52,12.87,1,189.7452,1097.2,0,2562.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
194.78,25.05,12.91,1,186.7452,1097.2,0,2562.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
188.4,24.49,12.95,1,188.7452,1097.2,0,2562.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
187.79,24.41,13,1,188.7452,1097.2,0,2562.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
182.29,23.57,12.99,1,187.7452,1097.2,0,2561.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
182.94,23.78,12.96,1,188.7452,1097.2,0,2560.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
177.94,23.13,13.01,1,188.7452,1097.2,0,2560.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
183.63,23.87,12.9,1,188.7452,1097.2,0,2559.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
186.93,24.17,12.7,1,187.7452,1097.2,0,2560.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
183.58,23.61,12.75,1,186.7452,1097.2,0,2560.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
199.42,25.51,12.7,1,185.7452,1097.2,0,2560.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
186.88,24.42,12.6,1,189.7452,1097.2,0,2559.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
202.32,26.16,12.61,1,187.7452,1097.2,0,2560.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
197.42,25.39,12.75,1,186.7452,1097.2,0,2558.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
183.87,23.9,12.81,1,188.7452,1097.2,0,2559.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
194.87,25.33,12.81,1,188.7452,1097.2,0,2558.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
182.99,23.66,12.77,1,187.7452,1097.2,0,2558.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
180.1,23.41,12.86,1,188.7452,1097.2,0,2557.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
183.94,23.91,12.91,1,188.7452,1097.2,0,2557.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
169.12,21.75,12.96,1,186.7452,1097.2,0,2556.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
189.33,24.61,12.93,1,188.7452,1097.2,0,2556.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
185.31,23.96,12.92,1,187.7452,1097.2,0,2556.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
191.56,24.9,12.92,1,188.7452,1097.2,0,2557.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
187.4,24.23,12.95,1,187.7452,1097.2,0,2557.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
189.64,24.65,12.95,1,188.7452,1097.2,0,2556.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
186.48,24.24,12.91,1,188.7452,1097.2,0,2556.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
190.79,24.8,12.93,1,188.7452,1097.2,0,2555.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
194.28,25.12,12.95,1,187.7452,1097.2,0,2555.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
188.33,24.48,13.01,1,188.7452,1097.2,0,2554.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
197.76,25.57,13.05,1,187.7452,1097.2,0,2553.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
189.94,24.69,13.04,1,188.7452,1097.2,0,2554.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
198.25,25.77,13.09,1,188.7452,1097.2,0,2552.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
190.88,24.68,13.1,1,187.7452,1097.2,0,2553.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
181.56,23.6,13.12,1,188.7452,1097.2,0,2552.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
193.71,25.18,13.16,1,188.7452,1097.2,0,2550.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
186.48,24.24,13.15,1,188.7452,1097.2,0,2549.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
195.21,25.24,13.15,1,187.7452,1097.2,0,2550.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
193.25,25.12,13.14,1,188.7452,1097.2,0,2548.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
192.6,24.77,13.13,1,186.7452,1097.2,0,2549.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
192.08,25.1,13.15,1,189.7452,1097.2,0,2549.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
197.14,25.49,13.14,1,187.7452,1097.2,0,2549.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
192.94,25.08,13.27,1,188.7452,1097.2,0,2549.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
186.64,24.26,13.23,1,188.7452,1097.2,0,2547.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
188.02,24.44,13.23,1,188.7452,1097.2,0,2546.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
191.42,24.75,13.27,1,187.7452,1097.2,0,2548.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
190.79,24.8,13.29,1,188.7452,1097.2,0,2546.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
194.28,25.12,13.34,1,187.7452,1097.2,0,2547.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
190.1,24.71,13.25,1,188.7452,1097.2,0,2547.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
191.5,24.76,13.19,1,187.7452,1097.2,0,2548.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
192.17,24.98,13.24,1,188.7452,1097.2,0,2548.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
195.94,25.47,13.18,1,188.7452,1097.2,0,2545.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
204.48,26.58,13.18,1,188.7452,1097.2,0,2545.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
204.71,26.61,13.16,1,188.7452,1097.2,0,2545.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
200.48,26.06,13.15,1,188.7452,1097.2,0,2545.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
201.02,26.13,13.21,1,188.7452,1097.2,0,2545.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
202.63,26.06,13.14,1,186.7452,1097.2,0,2544.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
200.19,26.16,13.25,1,189.7452,1097.2,0,2542.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
198.87,25.85,13.38,1,188.7452,1097.2,0,2541.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
196.1,25.49,13.33,1,188.7452,1097.2,0,2541.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
199.31,25.77,13.24,1,187.7452,1097.2,0,2542.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
200.33,26.04,13.26,1,188.7452,1097.2,0,2542.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
196.83,25.45,13.26,1,187.7452,1097.2,0,2542.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
191.02,24.83,13.27,1,188.7452,1097.2,0,2541.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
190.57,24.64,13.26,1,187.7452,1097.2,0,2540.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
195.64,25.43,13.29,1,188.7452,1097.2,0,2540.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
196.14,25.36,13.32,1,187.7452,1097.2,0,2540.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
190.63,24.91,13.24,1,189.7452,1097.2,0,2540.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
197.76,25.57,13.2,1,187.7452,1097.2,0,2539.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
190.33,24.74,13.39,1,188.7452,1097.2,0,2539.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
194.48,25.28,13.45,1,188.7452,1097.2,0,2539.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
189.02,24.57,13.51,1,188.7452,1097.2,0,2539.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
191.19,24.72,13.55,1,187.7452,1097.2,0,2539.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
188.33,24.61,13.65,1,189.7452,1097.2,0,2537.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
191.51,24.63,13.67,1,186.7452,1097.2,0,2537.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
193.46,25.28,13.64,1,189.7452,1097.2,0,2537.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
196.67,25.7,13.77,1,189.7452,1097.2,0,2536.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
197.02,25.61,13.84,1,188.7452,1097.2,0,2536.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
193.1,25.1,13.82,1,188.7452,1097.2,0,2536.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
197.06,25.48,13.84,1,187.7452,1097.2,0,2535.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
196.75,25.71,13.86,1,189.7452,1097.2,0,2534.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
196.94,25.6,13.89,1,188.7452,1097.2,0,2534.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
196.79,25.58,13.9,1,188.7452,1097.2,0,2533.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
195.36,25.26,13.92,1,187.7452,1097.2,0,2533.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
188.48,24.63,14.01,1,189.7452,1097.2,0,2532.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
199.87,25.98,14.05,1,188.7452,1097.2,0,2530.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
192.37,24.74,13.9,1,186.7452,1097.2,0,2531.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
203.1,26.26,13.89,1,187.7452,1097.2,0,2531.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
198.02,25.74,13.99,1,188.7452,1097.2,0,2530.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
202.79,26.36,14.01,1,188.7452,1097.2,0,2529.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
196.6,25.42,13.88,1,187.7452,1097.2,0,2530.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
193.71,25.18,13.86,1,188.7452,1097.2,0,2529.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
200.45,25.78,13.93,1,186.7452,1097.2,0,2529.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
193.53,25.29,13.94,1,189.7452,1097.2,0,2529.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
198.22,25.63,13.94,1,187.7452,1097.2,0,2529.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
199.93,25.85,13.94,1,187.7452,1097.2,0,2528.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
202.18,26.42,13.96,1,189.7452,1097.2,0,2527.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
192.71,25.05,13.91,1,188.7452,1097.2,0,2526.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
194.48,25.28,13.88,1,188.7452,1097.2,0,2525.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
201.77,25.95,13.87,1,186.7452,1097.2,0,2526.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
195.64,25.43,13.94,1,188.7452,1097.2,0,2525.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
195.05,25.22,13.87,1,187.7452,1097.2,0,2525.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
204.5,26.16,13.76,1,185.7452,1097.2,0,2526.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
193.23,25.25,13.8,1,189.7452,1097.2,0,2523.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
203.02,26.11,13.91,1,186.7452,1097.2,0,2521.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
204.95,26.5,14,1,187.7452,1097.2,0,2523.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
203.48,26.45,13.94,1,188.7452,1097.2,0,2521.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
206.44,26.55,13.89,1,186.7452,1097.2,0,2521.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
202.64,26.34,13.75,1,188.7452,1097.2,0,2521.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
200.94,26.12,13.77,1,188.7452,1097.2,0,2520.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
199.69,25.82,13.73,1,187.7452,1097.2,0,2519.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
199.68,25.68,13.69,1,186.7452,1097.2,0,2519.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
200.47,25.92,13.69,1,187.7452,1097.2,0,2519.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
196.64,25.56,13.6,1,188.7452,1097.2,0,2517.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
198.35,25.51,13.52,1,186.7452,1097.2,0,2518.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
201.54,25.92,13.55,1,186.7452,1097.2,0,2517.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
195.79,25.45,13.57,1,188.7452,1097.2,0,2516.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
193.04,24.96,13.43,1,187.7452,1097.2,0,2516.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
191.73,24.79,13.47,1,187.7452,1097.2,0,2516.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
192.94,25.08,13.55,1,188.7452,1097.2,0,2516.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
190.4,24.75,13.55,1,188.7452,1097.2,0,2515.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
191.87,24.94,13.51,1,188.7452,1097.2,0,2515.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
196.02,25.48,13.42,1,188.7452,1097.2,0,2512.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
198.92,25.72,13.35,1,187.7452,1097.2,0,2511.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
192.35,24.87,13.32,1,187.7452,1097.2,0,2511.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
192.42,24.88,13.3,1,187.7452,1097.2,0,2510.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
191.43,24.62,13.36,1,186.7452,1097.2,0,2509.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
191.02,24.83,13.28,1,188.7452,1097.2,0,2509.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
190.8,24.67,13.26,1,187.7452,1097.2,0,2510.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
192.13,24.71,13.22,1,186.7452,1097.2,0,2510.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
190.78,24.93,13.16,1,189.7452,1097.2,0,2508.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
194.74,25.18,13.17,1,187.7452,1097.2,0,2506.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
198.43,25.52,13.21,1,186.7452,1097.2,0,2507.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
198.69,25.69,13.3,1,187.7452,1097.2,0,2505.7188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
202.17,26.14,13.27,1,187.7452,1097.2,0,2506.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
199.1,25.88,13.32,1,188.7452,1097.2,0,2504.6188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
203.25,26,13.34,1,185.7452,1097.2,0,2504.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
199.08,25.74,13.35,1,187.7452,1097.2,0,2504.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
199.87,25.98,13.45,1,188.7452,1097.2,0,2502.3188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
202.4,26.17,13.65,1,187.7452,1097.2,0,2501.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
201.62,25.93,13.6,1,186.7452,1097.2,0,2502.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
199.1,25.88,13.52,1,188.7452,1097.2,0,2499.2188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
206.05,26.5,13.52,1,186.7452,1097.2,0,2500.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
198.46,25.66,13.53,1,187.7452,1097.2,0,2500.0188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
203.1,26.12,13.6,1,186.7452,1097.2,0,2499.5188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
196.71,25.57,13.56,1,188.7452,1097.2,0,2499.9188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
209.01,26.88,13.52,1,186.7452,1097.2,0,2498.8188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
205.19,26.53,13.57,1,187.7452,1097.2,0,2496.1188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
199.13,25.61,13.57,1,186.7452,1097.2,0,2495.4188,8/14/2015,Hardwick Planting,18 - 106 Acres,Corn
